username,user id,access hash,name,group,group id
khalidAhmed008,1247766318,5351024589522677776,KHALID AHMED,Bukak titik Jos,1432829730
Kenjikuro,638201149,1029069252612053022,jeemay,Bukak titik Jos,1432829730
,1459823314,-1193204903867401305,Adi Katshuhiko,Bukak titik Jos,1432829730
append1,1120034009,-809716178217261029,KipasBaso,Bukak titik Jos,1432829730
Kitingrock,724348106,6724193002134653394,Dansky K,Bukak titik Jos,1432829730
kenanklotek,1642367205,-1799339752246942347,kenan isnan,Bukak titik Jos,1432829730
Alkhatiri,611714762,-1949070472165986128,Kaito Kid,Bukak titik Jos,1432829730
Arunaku88,1115157567,674194144884343323,Koko Aku,Bukak titik Jos,1432829730
Ekhojulian,1684105100,4779291619336745203,Ekho Julian,Bukak titik Jos,1432829730
jcarloszat,1824308502,-8460723568280028423,- JC 🐯,Bukak titik Jos,1432829730
jagiya27,1457426617,-1783359149907376758,Arrow Diezay,Bukak titik Jos,1432829730
Jbar1,570002726,5277394901628544696,Jose Bar,Bukak titik Jos,1432829730
Jabatew,1536749716,-7302343199944225202,Jepray,Bukak titik Jos,1432829730
jeebeekaa,1583830183,440696150669565310,Bima,Bukak titik Jos,1432829730
aldijuniour,1763549170,6706085427350491982,aldi juniour,Bukak titik Jos,1432829730
,1837039588,-6574682393887746575,JNT,Bukak titik Jos,1432829730
jjend,319810656,306769095654598289,jen,Bukak titik Jos,1432829730
jean378,1793129462,6540781022765126131,Jeannn,Bukak titik Jos,1432829730
Drjanda,1695143490,-3535868635863512780,Dr.JANDA,Bukak titik Jos,1432829730
jaddy984,202790230,1720044223459958063,Jaddy,Bukak titik Jos,1432829730
J4nc0x,333105398,-4286290989432140909,BondeX,Bukak titik Jos,1432829730
JuraganVP,1317732972,-3361567935988100796,AzisDexter',Bukak titik Jos,1432829730
CalonJenazah99,1404728292,-7740708273583115565,Calon Jenazah,Bukak titik Jos,1432829730
Jose688,999644334,1965151629876868168,Jose688,Bukak titik Jos,1432829730
,1519060356,-1862256345253551595,Br Jr,Bukak titik Jos,1432829730
Danydark1,939805341,-6052800446082017072,ミ★Dλɳɩɛɮ★彡 🇻🇪 Iŋ۷ɛʂɬơཞ,Bukak titik Jos,1432829730
Deril08,1385025653,-185104268034174191,Im Good,Bukak titik Jos,1432829730
Iqo_hermansyah,1918256708,-1076206769797515709,Eko Hermansyah,Bukak titik Jos,1432829730
itsneutral,1857951946,2805901347491498021,ʜɪɢʜʀɪꜱᴋ [ηєυтяℓ™],Bukak titik Jos,1432829730
Alam115,936703690,-7184824110618363835,Alam Iis,Bukak titik Jos,1432829730
igggdg,1688851913,6311563501356414035,عمادموسوی,Bukak titik Jos,1432829730
cheimran,1107636849,-5140965494892234725,che imran ~,Bukak titik Jos,1432829730
bawahnyanikmatngga,1194974804,-6616441947084579148,Ｉ̡̛͓̼̥̜͉͉̩ͅͅｌ̜̱̘̖̩͇̞̹͔͔̲̙̖̖̞̞̠͉͎̖̫͏̴̡ｙ̝̘̙̫͉̲̬͏̵̷͏ａ̣͕̯̫̜̜̥͓̺̹ͅ .,Bukak titik Jos,1432829730
Alisman15,681141878,-8084043222160094127,al isman,Bukak titik Jos,1432829730
Imamilyasa310,839601170,-4214381212219615848,Imam Ilyasa,Bukak titik Jos,1432829730
alpianimran,1245833520,-7770914673230259174,Alpian Imran,Bukak titik Jos,1432829730
HellzyNg,1021534897,-6025401233418874631,𒁂𝐻𝑒𝑙𝑙𝑧 𝐼𝑁𝐺𖣘,Bukak titik Jos,1432829730
Fattah_Hillah,1783411481,-434771283761707737,Fattah Hillah,Bukak titik Jos,1432829730
gm0905,1128634625,2887447728673750196,Gatot Hamsyah,Bukak titik Jos,1432829730
Cavanihb,1647079931,2154268429220937470,Hed 55,Bukak titik Jos,1432829730
haleemakmal24,1290039392,-1403753685476561970,Haleem Akmal,Bukak titik Jos,1432829730
Hes0o0,1119303348,-220110903711916562,🅗🅞🅢🅢🅐🅜,Bukak titik Jos,1432829730
BBurhan11,1208955463,-2677806858980612609,BUR HAN,Bukak titik Jos,1432829730
Habe70,1621776340,5406622879350710922,Habe70,Bukak titik Jos,1432829730
EXpioze,1581197176,-4664769795228203920,♕︎EXpioze♕︎ Hacͥᴋeͣrͫ😈,Bukak titik Jos,1432829730
,1602482039,8673213934362367426,Hacker21,Bukak titik Jos,1432829730
Habee70,936448859,-8808223843013073536,Hasan Basri,Bukak titik Jos,1432829730
Gilangdwisusetyo,1221772397,8077034144521023921,Gilangdwi,Bukak titik Jos,1432829730
Anonymousman12,1424681417,-4624878731285666209,Anonymous Gaming,Bukak titik Jos,1432829730
Ghost8222,1359812192,-8896536027585600060,Ghost,Bukak titik Jos,1432829730
gabrielgustian,1847753907,4536183495533461582,Gabriel Gustian,Bukak titik Jos,1432829730
ahmed_gifari,466427097,4433280891972758352,Ahmad Gifari,Bukak titik Jos,1432829730
Baimthejo87,1018770062,8435762918604880228,Adam Fauzi,Bukak titik Jos,1432829730
flash275758,739083350,909375233719915492,27 5758,Bukak titik Jos,1432829730
fearme23,1311938333,-1167260592871670415,Fatih,Bukak titik Jos,1432829730
Buanasmd,358815424,7861670633890814909,Budi F,Bukak titik Jos,1432829730
,1123288790,-8221897607663833981,EGRAK,Bukak titik Jos,1432829730
EthzioAdutore,566898412,-5531832269994831983,Ethzio Adutore,Bukak titik Jos,1432829730
entongx,418616947,1074536183763293703,Entong,Bukak titik Jos,1432829730
Antoaja,1972729057,-5853700925728227803,Anto Doang,Bukak titik Jos,1432829730
draken916483,1869447751,8738273821189072480,Draken,Bukak titik Jos,1432829730
,1556845725,-2352708843811286007,Dallah Chips,Bukak titik Jos,1432829730
davisalviann,653030793,7614968102252528895,Davis,Bukak titik Jos,1432829730
Bodonk_Dhani,1436834177,5963059599660811271,Dhani Bodonk,Bukak titik Jos,1432829730
Dimasdwiki,1880013006,-4085594654063348610,Dimas Dwiki,Bukak titik Jos,1432829730
dianto85,427216722,-7884206608663619290,Dianto,Bukak titik Jos,1432829730
Dimasnuzula,1346785447,-3695013894111060158,Dimas,Bukak titik Jos,1432829730
DaniAcoi,892779982,-6835929376499413021,Dani ..,Bukak titik Jos,1432829730
chafind,1905533003,1085228481627994544,Chafin aang,Bukak titik Jos,1432829730
Bagoes_crypto,1827319201,4540456022288894138,Bagus,Bukak titik Jos,1432829730
BlackCobs,1772168896,1090904313947035518,Black Cobs,Bukak titik Jos,1432829730
CryptoNesia80,1135521407,4792146131824009309,CryptoNesia,Bukak titik Jos,1432829730
ciecok,1238420331,-3618688360705468163,Cieco,Bukak titik Jos,1432829730
Abush83,738887986,-583143632917596005,Cak Bush,Bukak titik Jos,1432829730
Budgies83,1541780524,-5533335301427384194,Budgies,Bukak titik Jos,1432829730
BOTInvalid,1314546875,-3073047520921075719,🇲🇨꧁☬༒☆シ⁣【『 』】シ☆༒☬꧂🇲🇨,Bukak titik Jos,1432829730
Adityaarpe,931582979,8763295447305019470,Arpe BmkToPalestine,Bukak titik Jos,1432829730
boboiboygila,632061387,-6935801316661479771,ʙᴏʙᴏɪʙᴏʏ,Bukak titik Jos,1432829730
AnarqBot,1673841068,-4794636469005882990,༒ AnarQ - Bot ༒,Bukak titik Jos,1432829730
aqil_almara,1308147558,-1666144057650921619,aqil_almara,Bukak titik Jos,1432829730
Aneeshjd,1274353155,4754038942764460689,Aneesh Aneesh,Bukak titik Jos,1432829730
adhammogza,1927195723,-4640730822439556454,Adhammogza,Bukak titik Jos,1432829730
Afriantis,697399566,-7520968206309440651,Afri Antis,Bukak titik Jos,1432829730
Abood540901,1785119357,-5243851693743238158,Adood,Bukak titik Jos,1432829730
Aji12025,1355558208,7593536009427990217,Aji,Bukak titik Jos,1432829730
Adyteaser,1638069595,1641375156134922677,adis,Bukak titik Jos,1432829730
adDebeby,1144518134,-7452478962378489698,adDebeby,Bukak titik Jos,1432829730
andjas0,217874956,6708696885618972725,Andjas,Bukak titik Jos,1432829730
arintoko83,710380062,100526858287824754,Ardhi Arintoko,Bukak titik Jos,1432829730
Andri757,1695122598,-2101149096915969323,Andri,Bukak titik Jos,1432829730
Anto436,1234308346,-7218810588955597597,anto,Bukak titik Jos,1432829730
Adeandriatna,883441865,3200260996933024815,ade andriatna,Bukak titik Jos,1432829730
anmii,1413466870,-8874426020240139597,ANiME - الحساب مشترك,Bukak titik Jos,1432829730
amarhurex57,1060006290,-5206387282591829346,amar,Bukak titik Jos,1432829730
AkbarAlfianaa,1366044198,-6353012445390716560,Akbar Alfiana,Bukak titik Jos,1432829730
,1623541914,3131059074742827386,AKISiri,Bukak titik Jos,1432829730
Aipaaaaa,928143084,-2942393950452596625,Aiwa,Bukak titik Jos,1432829730
Aannisaa,739221495,-8392678345109476245,Anisa,Bukak titik Jos,1432829730
Amran2117,1497713587,3627337653289272975,Amran2117,Bukak titik Jos,1432829730
